ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Children,Total_Purchases,Total_Campaigns_Accepted,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN
5455,53,32011.0,PhD,Married,122,1,7,0,0,1,0
456,38,7500.0,2n Cycle,Married,36,1,5,0,0,1,0
5012,35,28691.0,Graduation,Married,34,1,4,0,0,1,0
7495,76,56223.0,PhD,Married,156,1,8,0,0,0,0
5029,78,18100.0,Graduation,Married,14,0,3,0,0,1,0
10642,35,30279.0,Graduation,Single,37,1,4,0,0,1,0
2106,50,20130.0,2n Cycle,Married,34,0,4,0,0,1,0
10364,65,23295.0,Graduation,Divorced,20,0,3,0,0,1,0
5954,52,42618.0,Master,Divorced,192,1,9,0,0,1,0
1137,60,81246.0,Graduation,Single,1379,0,16,2,1,0,0
2541,48,24027.0,Graduation,Married,48,1,5,0,0,1,0
1142,71,55707.0,PhD,Married,428,1,14,0,1,0,0
2276,69,57959.0,Graduation,Single,868,1,22,0,1,0,0
2807,55,56796.0,Graduation,Married,1001,1,24,0,1,0,0
6471,53,36230.0,Master,Single,59,1,6,0,0,1,0
6131,44,70829.0,2n Cycle,Married,431,2,14,0,0,1,0
6233,48,65991.0,Graduation,Married,971,1,24,0,1,0,0
4148,52,38988.0,Graduation,Married,348,3,12,0,0,1,0
4947,58,89572.0,2n Cycle,Single,2059,0,23,3,1,0,0
3225,40,42207.0,Master,Married,265,1,10,2,0,1,0
7540,72,50300.0,Graduation,Married,270,1,11,0,0,0,0
10648,42,66664.0,2n Cycle,Together,1289,0,18,0,1,0,0
1992,60,60597.0,Graduation,Married,893,1,12,2,1,0,0
7851,75,70165.0,Graduation,Widow,926,0,21,0,1,0,0
8594,66,50520.0,PhD,Widow,135,1,7,0,0,0,0
7059,61,80124.0,Graduation,Married,1495,0,18,1,1,0,0
2815,49,33183.0,Graduation,Married,120,1,7,0,0,1,0
2416,55,66582.0,PhD,Single,1288,0,19,0,1,0,0
7999,69,75261.0,PhD,Together,1743,0,16,3,1,0,0
9213,54,31880.0,Graduation,Widow,15,1,3,0,0,1,0
9697,73,53790.0,Graduation,Married,542,2,17,0,0,1,0
3916,53,49269.0,PhD,Together,890,1,22,0,1,0,0
2021,49,61456.0,Graduation,Married,1388,1,29,0,1,0,0
1581,44,37406.0,Graduation,Married,17,1,3,1,0,1,0
564,43,56937.0,PhD,Together,906,1,23,2,1,0,0
6619,46,38415.0,Graduation,Married,44,2,4,0,0,1,0
9081,36,20518.0,Graduation,Single,25,1,4,0,0,1,0
178,68,62503.0,Graduation,Married,973,1,22,0,1,0,0
916,52,41644.0,PhD,Single,31,2,4,0,0,1,0
5512,47,55842.0,Master,Married,518,1,16,0,0,0,0
8970,52,62010.0,PhD,Married,530,1,15,0,1,0,0
10581,47,41124.0,Graduation,Married,506,1,14,0,0,1,0
5300,51,38961.0,Master,Married,70,1,5,0,0,1,0
5154,52,37760.0,Master,Divorced,54,1,5,0,0,1,0
8346,50,32233.0,Graduation,Single,296,1,10,2,0,1,0
1676,49,43057.0,Graduation,Married,266,1,11,0,0,0,0
9286,64,83151.0,Master,Together,747,0,18,0,1,0,0
2426,60,78825.0,PhD,Divorced,895,0,28,1,1,0,0
5172,48,65104.0,Master,Together,1053,1,15,0,1,0,0
5562,50,60093.0,Graduation,Married,735,1,19,0,1,0,0
3436,55,14045.0,Graduation,Married,20,1,4,0,0,1,0
3921,72,28457.0,2n Cycle,Widow,205,0,9,0,0,1,0
3403,66,78952.0,PhD,Together,2092,1,19,0,1,0,0
22,48,46310.0,Graduation,Divorced,309,1,12,0,0,1,0
10965,69,76005.0,Graduation,Together,1722,0,21,1,1,0,0
9426,60,58308.0,Master,Single,900,1,11,0,1,0,0
6605,80,55614.0,PhD,Divorced,682,0,19,1,1,0,0
3136,62,59432.0,Master,Divorced,663,1,19,0,1,0,0
8737,46,55563.0,Graduation,Divorced,43,1,5,0,0,1,0
11088,53,78642.0,PhD,Together,1816,1,17,0,1,0,0
716,75,67911.0,PhD,Together,976,1,24,0,1,0,0
466,80,65275.0,Graduation,Married,746,0,20,0,1,0,0
9135,74,27203.0,Graduation,Together,64,2,4,0,0,1,0
10623,63,48330.0,Master,Together,32,1,4,0,0,0,0
8151,34,24279.0,Basic,Married,263,0,8,0,0,1,0
5140,39,64355.0,PhD,Married,1445,1,19,0,1,0,0
10160,68,50943.0,Master,Together,46,1,4,0,0,0,0
4945,71,53653.0,Graduation,Widow,1210,0,26,0,1,0,0
10584,48,65665.0,Graduation,Married,945,1,23,0,1,0,0
6071,35,81217.0,Graduation,Single,1157,0,21,0,1,0,0
3386,32,34935.0,Graduation,Married,137,0,7,0,0,1,0
8939,65,61250.0,Graduation,Divorced,730,1,19,0,1,0,0
9925,43,39665.0,PhD,Together,216,1,9,1,0,1,0
4320,45,60152.0,Graduation,Single,943,1,22,0,1,0,0
5389,60,48920.0,Graduation,Married,347,2,13,1,0,1,0
6036,65,89120.0,Master,Together,1924,0,18,1,1,0,0
182,78,44124.0,PhD,Together,397,1,13,0,0,0,0
203,49,81169.0,Master,Single,2089,0,21,0,1,0,0
11025,63,36443.0,Graduation,Married,138,2,7,0,0,1,0
10203,34,26095.0,Graduation,Single,42,1,4,0,0,1,0
4607,65,71367.0,Graduation,Together,777,0,16,0,1,0,0
3711,80,80184.0,Master,Married,1902,0,19,2,1,0,0
3696,59,30630.0,Graduation,Divorced,52,2,5,0,0,1,0
2532,37,73454.0,Master,Single,1651,0,12,1,1,0,0
9214,33,42691.0,Graduation,Married,358,0,12,0,0,1,0
4943,71,70503.0,Graduation,Married,1727,0,15,2,1,0,0
35,37,25545.0,Graduation,Married,210,1,7,1,0,1,0
2258,38,32880.0,Graduation,Married,42,1,4,0,0,1,0
4322,66,77863.0,PhD,Together,1291,0,19,0,1,0,0
713,47,50353.0,Master,Married,442,0,14,0,1,0,0
4702,60,61839.0,Graduation,Single,1895,0,16,0,1,0,0
3281,64,49154.0,PhD,Married,411,2,13,0,0,1,0
702,49,47682.0,2n Cycle,Widow,521,1,15,0,0,1,0
2004,55,72679.0,Graduation,Single,1168,1,16,0,1,0,0
4769,47,57954.0,Master,Together,493,2,16,1,0,1,0
4437,62,65316.0,Graduation,Married,260,2,10,0,0,1,0
8724,42,28567.0,Graduation,Single,46,1,5,0,0,1,0
10741,73,47352.0,Master,Together,319,1,12,0,0,0,0
1991,57,44931.0,Graduation,Together,96,1,6,0,0,0,0
6931,57,76982.0,Graduation,Divorced,1062,0,15,2,1,0,0
11096,72,57247.0,2n Cycle,Together,232,1,10,0,0,0,0
304,43,22944.0,Master,Single,76,1,6,0,0,1,0
3665,47,25315.0,2n Cycle,Together,54,1,6,0,0,1,0
10591,55,43638.0,Graduation,Widow,201,1,9,0,0,1,0
5036,40,42710.0,PhD,Single,406,1,12,0,0,1,0
5547,42,84169.0,PhD,Married,1919,0,19,3,1,0,0
7822,48,54058.0,Graduation,Together,662,1,18,0,1,0,0
8541,34,24683.0,2n Cycle,Married,41,1,6,0,0,1,0
10955,60,85620.0,Graduation,Widow,1600,0,13,1,1,0,0
4368,44,47850.0,Graduation,Married,134,1,7,0,0,1,0
9671,56,19514.0,Graduation,Married,69,2,6,2,0,1,0
2256,51,27159.0,Master,Married,21,2,4,0,0,1,0
4279,61,39548.0,2n Cycle,Single,54,2,5,0,0,1,0
5371,35,21474.0,Graduation,Single,91,1,6,2,0,1,0
9240,53,60504.0,PhD,Single,526,1,16,0,0,1,0
9460,61,22419.0,Graduation,Married,162,0,7,0,0,1,0
9504,75,81698.0,Master,Married,1008,0,24,1,1,0,0
8692,72,43462.0,Graduation,Together,240,2,10,0,0,1,0
448,46,54880.0,PhD,Single,795,1,19,0,1,0,0
8314,42,79908.0,Graduation,Married,1772,0,18,1,1,0,0
8420,54,15315.0,2n Cycle,Married,64,0,6,0,0,1,0
3174,65,87771.0,Graduation,Together,1957,1,19,5,1,0,0
7685,46,33039.0,Graduation,Married,78,1,6,0,0,1,0
3179,44,81741.0,Graduation,Single,1572,0,19,0,1,0,0
9780,53,71499.0,Master,Together,795,1,24,0,1,0,0
10681,54,62466.0,2n Cycle,Married,889,1,21,0,1,0,0
10232,61,48799.0,PhD,Divorced,331,1,12,0,0,0,0
4184,74,52157.0,PhD,Together,265,1,10,0,0,0,0
9120,62,66565.0,Graduation,Single,1065,1,15,0,1,0,0
891,73,29298.0,Master,Together,11,2,3,0,0,1,0
10381,45,47691.0,Graduation,Single,21,1,3,0,0,1,0
3525,54,38200.0,Graduation,Together,17,2,3,0,0,1,0
6818,50,44989.0,Graduation,Married,369,1,11,0,0,1,0
3526,56,38443.0,PhD,Married,38,2,4,0,0,1,0
8181,46,38593.0,2n Cycle,Single,177,1,8,0,0,1,0
1029,54,64413.0,PhD,Together,279,1,11,0,0,1,0
7369,43,36959.0,Master,Married,62,1,5,0,0,1,0
2574,47,61996.0,PhD,Married,1230,1,18,4,1,0,0
8159,56,51287.0,Graduation,Married,182,2,8,0,0,1,0
1160,54,13260.0,Graduation,Married,49,2,6,0,0,1,0
10242,58,47472.0,PhD,Together,75,2,6,0,0,1,0
5253,68,54603.0,Master,Together,227,2,10,0,0,1,0
5966,50,45207.0,PhD,Married,215,2,10,1,0,1,0
5314,73,40689.0,Graduation,Together,444,1,13,0,0,1,0
5081,57,47821.0,2n Cycle,Together,47,2,4,0,0,1,0
5123,73,27450.0,Master,Married,143,0,6,0,0,1,0
5756,41,39453.0,Graduation,Together,55,1,5,0,0,1,0
8036,53,26850.0,2n Cycle,Together,63,2,7,0,0,1,0
9058,69,79800.0,Graduation,Widow,1867,0,21,4,1,0,0
5057,63,61794.0,Master,Married,611,1,18,0,1,0,0
254,69,53863.0,Graduation,Together,473,1,15,1,0,0,0
4179,65,24221.0,Graduation,Together,55,0,5,0,0,0,0
3710,40,39684.0,PhD,Single,81,1,5,1,0,1,0
7627,49,92163.0,Master,Married,2086,0,21,3,1,0,0
4501,59,69882.0,Master,Single,1478,0,19,0,1,0,0
6424,47,33178.0,Graduation,Together,49,1,4,0,0,1,0
3075,52,59973.0,PhD,Married,382,0,14,0,1,0,0
4992,49,17459.0,Master,Together,69,1,6,1,0,1,0
5252,55,23910.0,Graduation,Divorced,67,1,5,0,0,1,0
7444,55,42169.0,Master,Married,30,2,4,0,0,1,0
6919,46,26224.0,2n Cycle,Married,63,1,6,0,0,1,0
3537,43,31089.0,Graduation,Together,79,1,7,0,0,1,0
10277,63,30081.0,Graduation,Single,42,1,4,0,0,1,0
2453,64,62807.0,Graduation,Together,819,1,20,0,1,0,0
7972,69,72906.0,Graduation,Single,1151,0,16,0,1,0,0
895,76,61467.0,PhD,Married,594,2,17,0,1,1,0
1177,58,49618.0,Master,Together,129,2,7,0,0,1,0
7141,38,21888.0,Master,Single,213,1,8,1,0,1,0
7232,51,42429.0,Graduation,Widow,67,1,5,0,0,1,0
8477,68,26150.0,Graduation,Divorced,28,3,4,0,0,1,0
2457,49,30801.0,Basic,Married,45,1,4,0,0,1,0
988,59,81168.0,Graduation,Married,1193,0,17,1,1,0,0
7930,55,26877.0,Master,Single,268,0,10,0,0,1,0
4587,80,45006.0,Master,Widow,266,0,11,0,0,0,0
6682,51,18978.0,Basic,Married,37,1,4,0,0,1,0
6222,57,22574.0,Graduation,Married,37,3,5,0,0,1,0
10299,55,48240.0,PhD,Single,882,0,22,1,1,0,0
3083,50,45837.0,Graduation,Married,373,2,13,0,0,1,0
8953,59,35791.0,Master,Single,35,3,4,0,0,1,0
8650,46,54162.0,Graduation,Widow,42,2,4,0,0,1,0
10862,64,30522.0,Master,Married,326,1,12,0,0,1,0
2782,63,54456.0,PhD,Married,404,1,14,0,0,1,0
6941,53,31632.0,Graduation,Single,95,0,5,0,0,1,0
10972,75,72298.0,Graduation,Widow,939,0,13,2,1,0,0
10708,46,36975.0,2n Cycle,Single,33,1,4,0,0,1,0
6583,69,72635.0,2n Cycle,Married,981,0,20,1,1,0,0
3641,48,13624.0,Graduation,Married,36,1,5,0,0,1,0
10156,49,84196.0,Graduation,Single,1237,1,19,0,1,0,0
4299,64,70971.0,Graduation,Together,1825,1,27,1,1,0,0
3469,47,34487.0,PhD,Divorced,103,2,6,0,0,1,0
5063,47,28769.0,Graduation,Single,191,1,9,0,0,1,0
10727,54,69084.0,PhD,Married,1586,1,23,0,1,0,0
9624,66,65488.0,PhD,Together,963,0,13,0,1,0,0
5156,54,62466.0,2n Cycle,Married,889,1,21,0,1,0,0
4376,64,32218.0,2n Cycle,Single,93,0,6,2,0,0,0
8923,51,83917.0,Graduation,Single,1587,0,20,1,1,0,0
8461,62,46102.0,Graduation,Divorced,16,3,3,0,0,1,0
6945,72,84574.0,Graduation,Single,1375,0,31,0,1,0,0
944,62,56181.0,Graduation,Married,393,1,13,0,0,1,0
1907,74,63120.0,Master,Divorced,1477,1,21,1,1,0,0
701,53,73691.0,Graduation,Married,1179,1,16,1,1,0,0
3856,64,63381.0,Graduation,Together,1005,1,22,0,1,0,0
4149,76,76140.0,PhD,Together,1348,0,20,0,1,0,0
2131,65,62859.0,PhD,Divorced,1307,1,19,0,1,0,0
2942,60,45906.0,Graduation,Single,486,1,13,1,0,1,0
1173,77,77632.0,Master,Together,2252,0,12,3,1,0,0
4381,53,46463.0,PhD,Married,235,2,10,0,0,1,0
3376,54,55282.0,Master,Divorced,235,1,10,0,0,0,0
4679,47,78710.0,Master,Married,1092,1,25,0,1,0,0
10928,66,66886.0,Graduation,Together,599,1,15,0,1,0,0
6728,39,29103.0,Graduation,Together,48,1,4,0,0,1,0
6661,50,67445.0,Graduation,Married,1174,1,27,0,1,0,0
4725,74,50616.0,PhD,Together,67,1,6,0,0,0,0
3277,69,49431.0,Graduation,Divorced,365,1,13,0,0,0,0
2564,71,61278.0,Graduation,Together,165,1,8,0,0,1,0
946,66,26490.0,2n Cycle,Together,210,0,9,0,0,1,0
3867,77,73059.0,PhD,Together,1095,1,25,0,1,0,0
6940,58,46734.0,PhD,Single,223,3,8,1,0,1,0
55,61,56253.0,Graduation,Together,597,1,18,0,1,0,0
7093,39,19986.0,Graduation,Married,22,1,3,0,0,1,0
5084,49,58330.0,Graduation,Widow,1064,1,23,0,1,0,0
1777,44,25965.0,Basic,Married,74,0,5,0,0,1,0
8162,68,14661.0,Master,Together,26,0,4,0,0,1,0
10826,65,18690.0,Graduation,Married,60,0,4,0,0,1,0
8754,50,45068.0,PhD,Together,20,1,3,0,0,1,0
1987,37,21063.0,Basic,Single,59,1,5,0,0,1,0
11007,56,29187.0,PhD,Married,34,1,4,0,0,1,0
7426,53,54690.0,2n Cycle,Married,198,2,9,0,0,1,0
9153,60,59304.0,PhD,Married,1048,1,25,0,1,0,0
10379,62,59247.0,Master,Single,574,2,16,0,0,1,0
9204,54,66731.0,Graduation,Widow,1029,1,13,0,1,0,0
3197,44,77353.0,Graduation,Married,670,1,18,0,1,0,0
2920,49,52614.0,PhD,Single,990,1,14,0,1,0,0
6961,50,26751.0,Graduation,Married,11,2,3,0,0,1,0
4673,61,81300.0,PhD,Married,1241,1,18,2,1,0,0
9937,45,70337.0,Graduation,Single,576,0,16,0,1,0,0
8779,39,36145.0,2n Cycle,Married,172,1,8,2,0,1,0
9596,44,65295.0,PhD,Single,664,0,19,0,1,0,0
2891,61,68118.0,Graduation,Divorced,928,1,21,0,1,0,0
4910,57,68743.0,Graduation,Divorced,2074,0,29,0,1,0,0
75,42,41039.0,2n Cycle,Together,467,0,14,0,0,0,0
10120,69,38946.0,Graduation,Together,257,1,10,0,0,1,0
6327,57,65777.0,Graduation,Together,1146,0,16,0,1,0,0
10142,48,66476.0,PhD,Divorced,689,1,18,0,1,0,0
9826,52,86857.0,PhD,Single,2114,0,21,1,1,0,0
10767,35,77845.0,PhD,Together,1346,0,20,2,1,0,0
7279,55,69476.0,PhD,Together,1044,0,14,0,1,0,0
7230,64,50611.0,PhD,Divorced,493,1,16,2,1,0,0
143,54,61209.0,Graduation,Single,957,0,12,0,1,0,0
450,66,42315.0,Master,Together,270,1,9,0,0,1,0
9316,72,13084.0,Basic,Together,29,0,4,0,0,1,0
6379,75,47570.0,Master,Widow,121,2,6,1,0,1,0
9239,63,61923.0,Master,Married,126,2,7,0,0,1,0
8315,29,34824.0,Graduation,Single,23,0,3,0,0,1,0
2868,75,26518.0,PhD,Single,57,2,5,1,0,1,0
10888,63,45938.0,Graduation,Single,636,0,18,0,1,0,0
1277,64,78468.0,Graduation,Together,1004,0,27,1,1,0,0
9977,51,78901.0,Graduation,Divorced,734,1,17,0,1,0,0
10196,46,71427.0,Graduation,Married,614,2,18,0,1,0,0
6384,46,71022.0,Graduation,Divorced,1453,1,18,1,1,0,0
8029,36,90247.0,Master,Single,1621,0,14,4,1,0,0
968,56,41335.0,Master,Divorced,187,1,9,0,0,1,0
6988,38,71952.0,Graduation,Married,1443,1,20,2,1,0,0
4472,54,35682.0,PhD,Divorced,57,1,5,0,0,0,0
6991,73,43185.0,Graduation,Divorced,637,1,18,0,0,0,0
3336,76,66375.0,PhD,Together,948,1,11,1,1,0,0
4301,53,35178.0,Master,Married,59,1,4,2,0,1,0
1940,38,25252.0,Graduation,Married,18,1,3,0,0,1,0
1272,59,55250.0,Master,Single,903,1,22,0,1,0,0
1388,49,33249.0,Graduation,Single,112,1,6,0,0,1,0
1044,71,58398.0,Graduation,Together,596,0,17,0,1,0,0
6969,42,50272.0,Graduation,Together,233,1,10,0,0,1,0
10479,49,76618.0,PhD,Married,1511,0,10,0,1,0,0
3619,64,87305.0,2n Cycle,Divorced,1152,0,16,2,1,0,0
1715,46,25851.0,Graduation,Together,48,1,5,0,0,1,0
10159,54,58710.0,Graduation,Divorced,1185,1,25,0,1,0,0
1463,66,45160.0,Graduation,Single,21,2,3,0,0,1,0
5114,59,74806.0,Master,Married,965,1,14,0,1,0,0
4990,70,59111.0,Graduation,Married,869,0,20,0,1,0,0
4329,40,18988.0,PhD,Married,16,1,4,0,0,1,0
10936,59,72190.0,Graduation,Married,1947,0,15,0,1,0,0
4692,48,7500.0,Graduation,Married,71,1,7,2,0,1,0
7212,58,44794.0,Graduation,Married,65,1,5,0,0,1,0
6086,69,80395.0,Graduation,Married,1380,0,23,1,1,0,0
437,48,75012.0,Master,Divorced,1027,0,22,0,1,0,0
11171,59,56962.0,Master,Married,411,3,14,0,0,1,0
11101,33,89891.0,Graduation,Together,836,0,25,1,1,0,0
5329,75,35946.0,PhD,Divorced,11,2,3,0,0,1,0
610,71,53593.0,PhD,Together,480,2,15,0,0,1,0
9384,46,66373.0,Graduation,Married,606,2,16,0,1,1,0
5956,76,45072.0,PhD,Divorced,284,3,11,0,0,1,0
10430,51,89694.0,Graduation,Divorced,1472,2,11,3,1,0,0
7875,75,72025.0,Graduation,Married,1677,0,25,4,1,0,0
7072,51,67432.0,Graduation,Married,1335,1,17,0,1,0,0
6255,72,70545.0,Master,Together,334,1,12,0,1,0,0
6516,35,17487.0,Basic,Married,18,1,3,0,0,1,0
5564,55,62882.0,Graduation,Together,1338,1,18,0,1,0,0
5682,71,64108.0,PhD,Single,1099,1,26,0,1,0,0
7458,68,34941.0,Master,Together,97,2,6,0,0,1,0
5237,74,48767.0,PhD,Single,63,3,6,0,0,1,0
7761,46,38702.0,2n Cycle,Together,109,1,7,0,0,1,0
5278,60,82224.0,Graduation,Married,902,0,20,1,1,0,0
3560,72,83844.0,Graduation,Together,1574,0,19,1,1,0,0
7235,49,17003.0,2n Cycle,Married,38,1,6,0,0,1,0
10548,29,71163.0,Graduation,Single,960,0,23,0,1,0,0
2281,54,33697.0,Graduation,Single,28,1,3,1,0,1,0
4073,70,63564.0,2n Cycle,Married,1215,0,27,2,1,0,0
6974,52,83443.0,PhD,Together,1497,0,21,0,1,0,0
7938,66,51518.0,PhD,Together,449,1,15,0,1,0,0
7094,49,58330.0,Graduation,Widow,1064,1,23,0,1,0,0
3667,55,80952.0,Graduation,Married,1757,0,24,4,1,0,0
7723,45,75507.0,Graduation,Together,1440,0,20,0,1,0,0
3870,46,63855.0,2n Cycle,Together,1006,0,23,0,1,0,0
4012,52,62220.0,PhD,Together,1226,1,18,1,1,0,0
5909,60,58512.0,Graduation,Married,1171,1,15,0,1,0,0
10470,45,40662.0,Master,Married,92,1,6,0,0,1,0
6488,65,38829.0,PhD,Married,99,1,7,0,0,1,0
10270,43,35523.0,2n Cycle,Married,66,1,6,0,0,1,0
6887,57,79146.0,Graduation,Single,564,2,17,0,0,1,0
6406,36,78285.0,Master,Married,1427,0,20,0,1,0,0
7573,46,31626.0,PhD,Single,86,1,5,2,0,1,0
4508,72,75127.0,Graduation,Single,833,0,18,0,1,0,0
221,69,48726.0,Graduation,Married,242,1,9,0,0,1,0
5331,47,74985.0,Graduation,Married,1869,0,16,0,1,0,0
1911,37,67430.0,Graduation,Together,1364,0,28,0,1,0,0
20,59,46891.0,2n Cycle,Married,183,1,7,0,0,1,0
8786,68,62058.0,Master,Married,450,1,14,0,0,0,0
10582,45,72063.0,Graduation,Married,758,1,19,0,1,0,0
1915,73,78939.0,PhD,Married,1507,0,19,0,1,0,0
8897,59,42720.0,Graduation,Single,654,2,17,1,0,1,0
2371,52,33622.0,Graduation,Married,81,2,6,0,0,1,0
4303,67,6835.0,PhD,Together,137,1,1,0,0,1,-1
6825,71,41452.0,Graduation,Together,16,2,3,0,0,1,0
1072,59,40760.0,PhD,Single,93,1,6,0,0,1,0
4964,66,74250.0,PhD,Together,1158,0,17,0,1,0,0
2461,69,51124.0,Master,Single,43,2,4,0,0,1,0
10736,53,72258.0,Graduation,Single,1525,1,20,0,1,0,0
3194,50,71466.0,PhD,Single,1230,0,18,0,1,0,0
10839,48,36283.0,Graduation,Together,29,2,4,0,0,1,0
49,54,20587.0,Graduation,Single,25,1,4,0,0,1,0
4290,52,30467.0,Graduation,Married,24,1,3,0,0,1,0
10219,52,31590.0,Graduation,Together,38,1,4,0,0,1,0
4211,38,20425.0,Basic,Married,57,1,5,0,0,1,0
1135,64,17144.0,Master,Together,47,2,7,0,0,1,0
6299,56,42564.0,PhD,Divorced,813,1,18,2,1,0,0
10846,46,43783.0,Master,Married,629,1,16,1,0,0,0
347,48,40780.0,Graduation,Divorced,377,1,13,0,0,1,0
6543,79,62847.0,Master,Together,1612,0,13,0,1,0,0
10446,67,82017.0,PhD,Married,729,0,16,4,1,0,0
3479,74,16813.0,Graduation,Single,50,0,5,1,0,1,0
11075,46,51267.0,Graduation,Married,270,2,11,0,0,1,0
4442,63,46524.0,Graduation,Single,177,1,7,0,0,1,0
199,62,45183.0,Master,Single,315,0,12,1,0,1,0
6722,70,70421.0,PhD,Married,767,1,20,0,1,0,0
796,59,60161.0,2n Cycle,Divorced,1071,1,23,0,1,0,0
3749,51,73926.0,Graduation,Together,1580,0,23,0,1,0,0
8523,56,19329.0,Graduation,Married,60,1,7,0,0,1,0
310,54,61872.0,Master,Married,573,1,17,0,1,0,0
8629,68,46984.0,Graduation,Widow,41,2,4,0,0,1,0
236,73,34838.0,Graduation,Married,170,2,7,0,0,1,0
9930,80,82716.0,PhD,Single,1167,0,27,0,1,0,0
3483,66,48192.0,Graduation,Married,1526,0,22,4,1,0,0
4599,48,49681.0,Master,Married,458,2,15,0,0,1,0
7326,53,56850.0,Master,Married,63,1,5,0,0,1,0
7352,67,55267.0,Graduation,Married,405,1,13,0,0,0,0
2350,52,59666.0,Graduation,Married,1027,2,13,1,1,0,0
9145,52,72504.0,Graduation,Single,1478,1,20,0,1,0,0
2964,43,26872.0,Graduation,Married,72,0,4,0,0,1,0
5585,52,21359.0,Graduation,Single,48,1,5,1,0,1,0
9687,49,73170.0,Graduation,Single,726,0,15,0,1,0,0
3732,69,52750.0,Master,Married,860,1,21,0,1,0,0
6303,38,91820.0,PhD,Together,1497,0,22,0,1,0,0
11176,54,65968.0,PhD,Together,495,1,16,0,1,0,0
2986,48,30772.0,Graduation,Married,20,2,3,0,0,1,0
7462,70,22507.0,Graduation,Single,570,0,16,0,0,1,0
3900,52,65685.0,Graduation,Married,769,1,20,0,1,0,0
7034,46,25804.0,2n Cycle,Married,55,1,5,0,0,1,0
9493,44,76412.0,PhD,Single,1808,0,17,3,1,0,0
1143,52,22063.0,Graduation,Married,55,1,5,0,0,1,0
1,63,57091.0,Graduation,Single,577,0,17,2,1,0,0
3855,61,22419.0,Graduation,Married,162,0,7,0,0,1,0
5536,65,87771.0,Graduation,Together,1957,1,19,5,1,0,0
5989,65,78353.0,2n Cycle,Divorced,1576,1,23,0,1,0,0
9499,70,93404.0,Graduation,Married,1616,3,14,2,1,0,0
6768,62,37859.0,Graduation,Divorced,36,3,4,0,0,1,0
2150,66,80995.0,PhD,Widow,1482,1,21,0,1,0,0
6646,40,16529.0,Graduation,Together,22,1,4,0,0,1,0
4887,48,55412.0,PhD,Divorced,63,2,5,0,0,1,0
8560,32,48789.0,Graduation,Single,680,0,17,0,1,0,0
3321,57,56575.0,PhD,Together,542,2,17,0,0,1,0
11003,44,25130.0,2n Cycle,Together,50,1,5,0,0,1,0
10402,57,35441.0,Graduation,Married,39,2,4,0,0,1,0
9904,68,71391.0,Graduation,Married,1043,1,23,0,1,0,0
6141,52,49494.0,Master,Single,385,1,12,0,0,1,0
5687,44,81702.0,Graduation,Divorced,1633,0,26,0,1,0,0
10856,44,45889.0,2n Cycle,Single,46,1,4,0,0,1,0
5121,47,56628.0,Graduation,Single,761,1,18,1,1,0,0
4186,74,34026.0,Graduation,Together,76,2,6,0,0,1,0
368,50,40049.0,Graduation,Married,290,1,11,0,0,1,0
3312,36,34176.0,Graduation,Single,89,1,7,0,0,1,0
11121,43,19419.0,Graduation,Married,70,1,7,0,0,1,0
5332,64,82504.0,2n Cycle,Married,1066,0,16,0,1,0,0
5848,54,81205.0,Graduation,Together,2009,0,18,4,1,0,0
10343,33,61618.0,2n Cycle,Single,1345,0,17,0,1,0,0
5935,68,55284.0,Master,Single,764,1,20,0,1,0,0
2895,61,49980.0,Graduation,Single,195,1,9,0,0,1,0
10262,44,15072.0,Graduation,Married,53,2,7,0,0,1,0
7848,50,49166.0,Graduation,Single,368,1,11,0,0,1,0
9477,70,65324.0,PhD,Married,544,1,17,0,1,0,0
4856,67,82347.0,2n Cycle,Married,1853,0,24,2,1,0,0
7186,58,30843.0,PhD,Together,35,2,4,1,0,1,0
5794,50,46374.0,PhD,Married,446,1,15,3,0,1,0
1456,45,60474.0,Graduation,Single,1180,1,24,0,1,0,0
4877,51,38576.0,Master,Married,41,1,4,0,0,1,0
425,39,55357.0,Graduation,Married,727,2,19,0,0,1,0
3007,58,37758.0,Graduation,Together,40,2,4,0,0,1,0
1031,35,85710.0,2n Cycle,Married,1062,0,25,1,1,0,0
4297,55,23228.0,Graduation,Together,40,1,5,0,0,1,0
807,55,44602.0,Master,Together,292,2,11,0,0,1,0
9553,37,7500.0,Graduation,Married,15,0,3,0,0,1,0
4271,35,38683.0,2n Cycle,Together,341,1,11,0,0,1,0
4120,49,49514.0,2n Cycle,Single,369,1,11,0,0,1,0
2036,51,57906.0,PhD,Together,401,1,14,0,0,1,0
115,58,43456.0,Master,Single,393,1,14,0,0,0,0
4259,38,19485.0,Master,Single,10,2,3,0,0,1,0
8687,46,53172.0,Graduation,Together,486,1,13,0,0,0,0
2447,45,30545.0,Graduation,Together,69,1,5,0,0,1,0
10140,41,70123.0,PhD,Together,1727,0,16,2,1,0,0
9353,65,62450.0,Graduation,Single,995,1,14,1,1,0,0
3623,48,21675.0,Graduation,Together,45,1,7,0,0,1,0
738,43,42395.0,2n Cycle,Single,182,2,8,0,0,1,0
7631,46,61346.0,Master,Together,989,1,22,0,1,0,0
4789,71,80812.0,Graduation,Together,1677,0,17,3,1,0,0
773,53,42835.0,Master,Divorced,595,2,16,0,0,1,0
